Module 	X	Y	Z			
820	-594.350	642.750	2998.250			
821	-637.950	642.750	2998.250			
822	-681.550	642.750	2998.250			
823	-725.150	642.750	2998.250			
824	-768.750	642.750	2998.250			
825	-812.350	642.750	2998.250			
826	-855.950	642.750	2998.250			
827	-899.550	642.750	2998.250			
828	-943.150	642.750	2998.250			
829	-27.550	728.450	2998.250			
830	-71.150	728.450	2998.250			
831	-114.750	728.450	2998.250			
832	-158.350	728.450	2998.250			
833	-201.950	728.450	2998.250			
834	-245.550	728.450	2998.250			
835	-289.150	728.450	2998.250			
836	-332.750	728.450	2998.250			
837	-376.350	728.450	2998.250			
838	-419.950	728.450	2998.250			
839	-463.550	728.450	2998.250			
840	-507.150	728.450	2998.250			
841	-550.750	728.450	2998.250			
842	-594.350	728.450	2998.250			
843	-637.950	728.450	2998.250			
844	-681.550	728.450	2998.250			
845	-725.150	728.450	2998.250			
846	-768.750	728.450	2998.250			
847	-812.350	728.450	2998.250			
848	-855.950	728.450	2998.250			
849	-27.550	814.150	2998.250			
850	-71.150	814.150	2998.250			
851	-114.750	814.150	2998.250			
852	-158.350	814.150	2998.250			
853	-201.950	814.150	2998.250			
854	-245.550	814.150	2998.250			
855	-289.150	814.150	2998.250			
856	-332.750	814.150	2998.250			
857	-376.350	814.150	2998.250			
858	-419.950	814.150	2998.250			
859	-463.550	814.150	2998.250			
860	-507.150	814.150	2998.250			
861	-550.750	814.150	2998.250			
862	-594.350	814.150	2998.250			
863	-637.950	814.150	2998.250			
864	-681.550	814.150	2998.250			
865	-725.150	814.150	2998.250			
866	-768.750	814.150	2998.250			
867	-27.550	899.850	2998.250			
868	-71.150	899.850	2998.250			
869	-114.750	899.850	2998.250			
870	-158.350	899.850	2998.250			
871	-201.950	899.850	2998.250			
872	-245.550	899.850	2998.250			
873	-289.150	899.850	2998.250			
874	-332.750	899.850	2998.250			
875	-376.350	899.850	2998.250			
876	-419.950	899.850	2998.250			
877	-463.550	899.850	2998.250			
878	-507.150	899.850	2998.250			
879	-550.750	899.850	2998.250			
880	-594.350	899.850	2998.250			
881	-637.950	899.850	2998.250			
882	-681.550	899.850	2998.250			
883	-27.550	985.550	2998.250			
884	-71.150	985.550	2998.250			
885	-114.750	985.550	2998.250			
886	-158.350	985.550	2998.250			
887	-201.950	985.550	2998.250			
888	-245.550	985.550	2998.250			
889	-289.150	985.550	2998.250			
890	-332.750	985.550	2998.250			
891	-376.350	985.550	2998.250			
892	-419.950	985.550	2998.250			
893	-463.550	985.550	2998.250			
894	-507.150	985.550	2998.250			
895	-550.750	985.550	2998.250			
896	-114.750	1071.250	2998.250			
897	-158.350	1071.250	2998.250			
898	-201.950	1071.250	2998.250			
899	-245.550	1071.250	2998.250			
900	-289.150	1071.250	2998.250			
901	-332.750	1071.250	2998.250			
902	-376.350	1071.250	2998.250			
